0,*,*,*,<random>#Newline        <li>Disculpa pero no comprendo tu pregunta pero puedo hablarte de los servicios que ofrecemos?. Escriba servicios por favor.</li>#Newline        <li>Disculpa pero no comprendo tu pregunta aunque puedo darte informacion acerca de nuestros planes de seguro?</li>#Newline        <li>Si tiene alguna petición#Comma quejas#Comma reclamos#Comma sugerencias y denuncias?. Escriba reclamo por favor.</li>#Newline        <li>Disculpa pero no comprendo tu pregunta pero si requiere informacion sobre nuestros planes de seguros. Escriba servicios por favor.</li>#Newline      </random>,default.aiml
0,COMO TE LLAMAS,*,*,<random>#Newline				<li>me llamo FRANCISCO</li>#Newline				<li>FRANCISCO</li>#Newline			</random>,default.aiml
0,_ COMO TE LLAMAS,*,*,<random>#Newline				<li>me llamo FRANCISCO</li>#Newline				<li>FRANCISCO</li>#Newline			</random>,default.aiml
0,COMO TE LLAMAS *,*,*,<random>#Newline				<li>me llamo FRANCISCO</li>#Newline				<li>FRANCISCO</li>#Newline			</random>,default.aiml
0,_ COMO TE LLAMAS *,*,*,<random>#Newline				<li>me llamo FRANCISCO</li>#Newline				<li>FRANCISCO</li>#Newline			</random>,default.aiml
0,SERVICIOS,*,*,En Atrios Seguros ofrecemos los siguientes servicios: <br/><br/>#Newline        -Talleres.<br/>#Newline        -Cristalerías.<br/>#Newline        -Clínicas.<br/>#Newline        -Aps y Centros Especiales.<br/>#Newline        -Proveedor de insumos médicos.<br/><br/>#Newline         Para mayor información dirigite a:#Newline         <a href="http://www.atrioseguros.com/tables.php?id=2" target="_blank"><font color="white">www.atrioseguros.com/clinicas</font></a>,default.aiml
0,_ SERVICIOS,*,*,En Atrios Seguros ofrecemos los siguientes servicios: <br/><br/>#Newline        -Talleres.<br/>#Newline        -Cristalerías.<br/>#Newline        -Clínicas.<br/>#Newline        -Aps y Centros Especiales.<br/>#Newline        -Proveedor de insumos médicos.<br/><br/>#Newline         Para mayor información dirigite a:#Newline         <a href="http://www.atrioseguros.com/tables.php?id=2" target="_blank"><font color="white">www.atrioseguros.com/clinicas</font></a>,default.aiml
0,SERVICIOS *,*,*,En Atrios Seguros ofrecemos los siguientes servicios: <br/><br/>#Newline        -Talleres.<br/>#Newline        -Cristalerías.<br/>#Newline        -Clínicas.<br/>#Newline        -Aps y Centros Especiales.<br/>#Newline        -Proveedor de insumos médicos.<br/><br/>#Newline         Para mayor información dirigite a:#Newline         <a href="http://www.atrioseguros.com/tables.php?id=2" target="_blank"><font color="white">www.atrioseguros.com/clinicas</font></a>,default.aiml
0,_ SERVICIOS *,*,*,En Atrios Seguros ofrecemos los siguientes servicios: <br/><br/>#Newline        -Talleres.<br/>#Newline        -Cristalerías.<br/>#Newline        -Clínicas.<br/>#Newline        -Aps y Centros Especiales.<br/>#Newline        -Proveedor de insumos médicos.<br/><br/>#Newline         Para mayor información dirigite a:#Newline         <a href="http://www.atrioseguros.com/tables.php?id=2" target="_blank"><font color="white">www.atrioseguros.com/clinicas</font></a>,default.aiml
0,CONTACTARLOS,*,*,Puedes escribirnos a:<br/>#Newline                contacto@atrioseguros.com<br/>#Newline                o comunícate al 0212 629 81 98 <br/><br/>#Newline                Para más información dirigite a:#Newline                <a href="https://www.atrioseguros.com/contacto.php" target="_blank"><font color="white">www.atrioseguros.com/contacto</font></a>,default.aiml
0,_ CONTACTARLOS,*,*,Puedes escribirnos a:<br/>#Newline                contacto@atrioseguros.com<br/>#Newline                o comunícate al 0212 629 81 98 <br/><br/>#Newline                Para más información dirigite a:#Newline                <a href="https://www.atrioseguros.com/contacto.php" target="_blank"><font color="white">www.atrioseguros.com/contacto</font></a>,default.aiml
0,CONTACTARLOS *,*,*,Puedes escribirnos a:<br/>#Newline                contacto@atrioseguros.com<br/>#Newline                o comunícate al 0212 629 81 98 <br/><br/>#Newline                Para más información dirigite a:#Newline                <a href="https://www.atrioseguros.com/contacto.php" target="_blank"><font color="white">www.atrioseguros.com/contacto</font></a>,default.aiml
0,_ CONTACTARLOS *,*,*,Puedes escribirnos a:<br/>#Newline                contacto@atrioseguros.com<br/>#Newline                o comunícate al 0212 629 81 98 <br/><br/>#Newline                Para más información dirigite a:#Newline                <a href="https://www.atrioseguros.com/contacto.php" target="_blank"><font color="white">www.atrioseguros.com/contacto</font></a>,default.aiml
0,RECLAMO,*,*,Indíqueme que tipo de reclamos desea realizar?<br/>#Newline        -Reclamos de salud?<br/>#Newline        -Reclamos de vehiculo?,default.aiml
0,_ RECLAMO,*,*,Indíqueme que tipo de reclamos desea realizar?<br/>#Newline        -Reclamos de salud?<br/>#Newline        -Reclamos de vehiculo?,default.aiml
0,RECLAMO *,*,*,Indíqueme que tipo de reclamos desea realizar?<br/>#Newline        -Reclamos de salud?<br/>#Newline        -Reclamos de vehiculo?,default.aiml
